,Class,Location
5,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P5_003.jpg
3939,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P4_007.jpg
1813,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P4_003.jpg
2976,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P3_008.jpg
2479,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P1_001_3.jpg
247,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P5_001.jpg
1725,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P5_003.jpg
2296,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P3_008.jpg
1671,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P2_001.jpg
3613,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P4_003.jpg
1340,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P3_004.jpg
2794,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P1_006.jpg
2414,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P4_002.jpg
3012,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P4_004.jpg
1929,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P4_007.jpg
3000,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P5_008.jpg
1011,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P4_005.jpg
2272,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_007.jpg
1932,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P4_004.jpg
2480,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P5_007.jpg
2662,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P3_002.jpg
3367,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P5_001.jpg
3529,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P4_007.jpg
1084,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P5_004.jpg
950,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P2_002.jpg
1013,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P4_003.jpg
3399,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P1_001.jpg
3025,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P2_007.jpg
1733,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P4_003.jpg
3146,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P2_006.jpg
765,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P5_003.jpg
4149,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P3_005.jpg
4091,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P5_007.jpg
2711,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P2_001.jpg
1143,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P3_001.jpg
3636,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P1_004.jpg
32,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P1_008.jpg
2869,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P2_003.jpg
1259,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P3_005.jpg
847,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P5_001.jpg
3232,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_008.jpg
3553,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P1_007.jpg
1866,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P2_006.jpg
360,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P5_008.jpg
1025,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P2_007.jpg
2356,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P1_004.jpg
3994,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P2_008.jpg
2874,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P1_006.jpg
2581,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P3_003.jpg
1190,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P2_002.jpg
304,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P2_008.jpg
2884,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P5_004.jpg
2407,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P5_001.jpg
1378,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P3_005.jpg
1019,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P3_005.jpg
3606,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P5_002.jpg
2560,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P5_008.jpg
1015,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P4_001.jpg
3414,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P4_002.jpg
1161,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P5_007.jpg
1142,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P3_002.jpg
83,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P5_005.jpg
826,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P2_006.jpg
2620,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P3_004.jpg
1862,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P3_002.jpg
1898,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P3_005.jpg
4028,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P3_006.jpg
864,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P3_001.jpg
4069,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P3_007.jpg
3007,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P5_001.jpg
1034,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P1_005.jpg
2648,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P4_008.jpg
897,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P3_007.jpg
3019,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P3_005.jpg
3766,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P5_002.jpg
3141,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P3_003.jpg
780,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P3_005.jpg
1792,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_008.jpg
3582,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P3_002.jpg
3296,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P3_008.jpg
3587,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P2_005.jpg
385,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P2_007.jpg
384,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P2_008.jpg
77,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P1_003.jpg
3481,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/X/P5_007.jpg
2316,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P1_004.jpg
2266,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P3_003.jpg
491,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P4_005.jpg
3179,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P3_005.jpg
3435,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P1_005.jpg
3627,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P2_005.jpg
3954,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P3_001.jpg
3837,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P2_005.jpg
717,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P1_003.jpg
1047,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P5_002.jpg
505,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P2_007.jpg
1170,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P4_006.jpg
3014,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P4_002.jpg
2782,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P3_002.jpg
174,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P4_002.jpg
3751,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P2_001.jpg
2252,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P4_005.jpg
2979,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P3_005.jpg
2730,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P4_006.jpg
160,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P5_008.jpg
2459,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P3_005.jpg
809,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P4_007.jpg
2678,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P1_002.jpg
2895,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P4_001.jpg
4063,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P4_005.jpg
2463,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P3_001.jpg
971,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P4_005.jpg
1796,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_004.jpg
3925,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P1_005.jpg
3848,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P1_002.jpg
2279,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_001.jpg
165,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P5_003.jpg
1668,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P2_004.jpg
3292,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P4_004.jpg
3718,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P1_002.jpg
3903,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P4_002.jpg
232,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P1_008.jpg
2795,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P1_005.jpg
1111,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P2_001.jpg
297,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P3_007.jpg
377,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P3_007.jpg
4037,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P2_005.jpg
3932,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P5_007.jpg
1380,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P3_003.jpg
2769,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P4_007.jpg
1135,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P4_001.jpg
3955,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P2_007.jpg
1532,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P4_004.jpg
335,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P4_001.jpg
867,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P2_006.jpg
214,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P4_006.jpg
3771,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P4_004.jpg
3361,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P5_007.jpg
234,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P1_006.jpg
3820,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P4_006.jpg
245,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P5_003.jpg
2797,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P1_003.jpg
3163,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P5_005.jpg
2579,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P3_005.jpg
2171,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P4_006.jpg
1526,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P5_002.jpg
1269,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P2_003.jpg
4008,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P1_002.jpg
2751,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P2_001.jpg
2682,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P5_006.jpg
4041,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P2_001.jpg
2131,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P4_005.jpg
2465,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P2_007.jpg
3052,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P4_005.jpg
1988,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P2_004.jpg
742,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P3_003.jpg
0,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P5_008.jpg
2298,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P3_006.jpg
1594,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P1_006.jpg
1130,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P4_006.jpg
3704,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P2_008.jpg
1801,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P5_006.jpg
751,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P2_002.jpg
1359,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P1_001.jpg
1655,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P4_001.jpg
3236,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_001.jpg
1606,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P5_001.jpg
3234,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P1_006.jpg
1568,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P4_008.jpg
1238,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P1_001.jpg
177,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P3_007.jpg
1629,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P2_002.jpg
2749,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P2_003.jpg
3943,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P4_003.jpg
2192,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P2_001.jpg
3542,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P3_002.jpg
3387,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P2_005.jpg
1564,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P5_004.jpg
2721,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P5_007.jpg
1253,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P4_008.jpg
3952,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P3_003.jpg
2825,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P2_004.jpg
3710,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P2_002.jpg
2859,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P3_005.jpg
2894,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P4_002.jpg
3509,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/X/P2_003.jpg
1665,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P2_007.jpg
3639,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P1_001.jpg
412,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P4_004.jpg
2215,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P4_001.jpg
104,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P2_008.jpg
2009,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P4_007.jpg
903,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P3_001.jpg
180,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P3_004.jpg
2638,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P1_002.jpg
1528,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P4_008.jpg
238,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P1_002.jpg
3573,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P4_003.jpg
1823,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P3_001.jpg
3889,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P1_001.jpg
2270,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P2_003.jpg
2487,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P5_001.jpg
1440,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/M/P5_008.jpg
444,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P5_004.jpg
2946,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P2_006.jpg
47,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P5_001.jpg
2717,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P1_003.jpg
1863,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P3_001.jpg
1797,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_003.jpg
37,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P1_003.jpg
3444,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P5_004.jpg
777,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P3_008.jpg
2166,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P5_002.jpg
2546,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P2_006.jpg
3849,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P1_001.jpg
3715,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P1_005.jpg
2020,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P3_004.jpg
563,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P5_005.jpg
838,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P1_002.jpg
2600,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P5_008.jpg
2552,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P1_008.jpg
440,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P5_008.jpg
135,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P4_001.jpg
1694,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P4_002.jpg
1177,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P3_007.jpg
3333,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/O/P4_003.jpg
2636,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P1_004.jpg
1963,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P5_005.jpg
2145,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P2_007.jpg
2446,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P5_002.jpg
2823,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P3_001.jpg
3401,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P5_007.jpg
3285,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P5_003.jpg
2736,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P3_008.jpg
2740,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P3_004.jpg
3024,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P2_008.jpg
3670,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P2_001.jpg
48,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P4_008.jpg
2556,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P1_004.jpg
1351,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P2_001.jpg
106,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P2_006.jpg
1322,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P5_006.jpg
514,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P1_006.jpg
1923,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P5_005.jpg
2519,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P1_001.jpg
46,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P5_002.jpg
482,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P5_006.jpg
3434,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P1_006.jpg
1698,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P3_006.jpg
3523,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P5_005.jpg
2801,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P5_007.jpg
3826,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P3_008.jpg
1447,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/M/P5_001.jpg
744,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P3_001.jpg
828,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P2_004.jpg
3740,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P3_004.jpg
1632,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P1_001.jpg
2909,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P2_003.jpg
1268,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P2_004.jpg
94,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P4_002.jpg
1685,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P5_003.jpg
2075,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P1_005.jpg
64,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P2_008.jpg
680,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P5_009.jpg
2989,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P2_003.jpg
2101,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P3_003.jpg
1460,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/M/P3_004.jpg
3213,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P4_003.jpg
881,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P5_007.jpg
3450,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P4_005.jpg
393,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P1_007_4.jpg
1729,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P4_007.jpg
4086,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P1_006.jpg
199,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_001.jpg
1727,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P5_001.jpg
2354,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P1_006.jpg
2583,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P3_001.jpg
3899,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P4_006.jpg
182,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P3_002.jpg
3131,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P4_005.jpg
3,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P5_005.jpg
3752,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P1_008.jpg
3539,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P3_005.jpg
3180,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P3_004.jpg
4162,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P1_007.jpg
